image_path,image_id,category_id,label,class_idx,split
data\raw\train_mini\02692_Animalia_Arthropoda_Insecta_Orthoptera_Trigonidiidae_Phyllopalpus_pulchellus\b71f39e2-223b-4fca-bedb-7a6279a55992.jpg,2257052,2692,Phyllopalpus pulchellus,122,train
data\raw\train_mini\02692_Animalia_Arthropoda_Insecta_Orthoptera_Trigonidiidae_Phyllopalpus_pulchellus\395465ea-9a22-40e6-8ffd-9f22a46d4783.jpg,580963,2692,Phyllopalpus pulchellus,122,train
data\raw\train_mini\02692_Animalia_Arthropoda_Insecta_Orthoptera_Trigonidiidae_Phyllopalpus_pulchellus\cb94e78b-daf1-40d4-b765-cb861eb50e50.jpg,2299203,2692,Phyllopalpus pulchellus,122,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\d44ea11c-8b0d-4706-bb5f-07c85cd056a2.jpg,1624871,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\d8858f54-593f-400f-bbd0-366eafa6705b.jpg,1228721,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\65a9ec23-6031-458d-8696-97657a1a38cd.jpg,1016756,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\d4212c5a-b771-4c7a-87bd-ab9c1dbd395f.jpg,982122,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\4a4932d0-4d9e-44e9-b45a-061a1cddec9d.jpg,2063702,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\62cecc73-5fad-404b-a7cb-c010d6a24af7.jpg,1563123,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\3902309d-0edb-4a56-8b6a-232bad51b1c0.jpg,2131334,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\cbdc5dd6-0ce1-4467-a588-c51e8f187fff.jpg,1242028,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\2648a987-d50a-4193-af28-1da1951476b5.jpg,581394,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\5fbb7998-0ada-4508-98fd-d9a8b2f26374.jpg,1191807,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\facf05c7-9d09-46ce-8490-11c0f333715a.jpg,522339,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\3ed90412-68ad-456f-aa93-4c537baf4910.jpg,461662,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\de35b8a0-eecd-4df8-8ed2-53438f64071d.jpg,1193438,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\2b955936-ac3a-4af5-ace2-8b3895264541.jpg,8942,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\9ea131a8-4e63-4000-b5dd-0f412d080898.jpg,2276155,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\c604d1bf-a9e2-4b7f-a4e0-460d0982944f.jpg,436700,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\962f1fd2-5f16-4a24-9a95-f35cf3d3c68b.jpg,573585,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\08ee7a53-b67c-400e-af4f-eef5bd940965.jpg,438623,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\47a9cf4a-b968-4529-b6a4-76826f8c1b98.jpg,738479,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\23c9e8a9-0019-4ad1-b994-6efd869741c0.jpg,2420727,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\9d81ca9b-afc9-4cb2-aad8-a368b95b5dc0.jpg,892710,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\a45324d5-1e0f-42c4-9f34-4b15ecf45311.jpg,494549,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\50d4ff69-b8c9-4abb-8bb0-6e0f1e96ea54.jpg,1046639,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\9f64f961-5a76-482a-887f-127e7cdba034.jpg,220048,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\7eb11518-45c9-46f6-9c61-4c525ba02d8c.jpg,301476,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\5468c651-55d2-4814-b022-53b4861e10a7.jpg,1067365,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\3be4b388-0636-4063-81e2-253cb53518c4.jpg,933962,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\91fc0df1-e667-4ffc-8cde-0368e865e8f6.jpg,316263,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\e343612f-04b4-4383-afe7-09286a98a5d8.jpg,259561,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\d9adedc5-c07f-40b9-b8d5-6a0a2fcb2083.jpg,1220146,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\262e9f7d-13d7-4000-ad53-f8c0e8327b03.jpg,812271,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\f5eaaf79-2377-44ae-9599-c0b9160eab0a.jpg,813024,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\ea1f35ec-9f03-45d5-acf5-c47d8bdb722a.jpg,2491039,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\4bd1989c-16fa-4d82-847e-9a391273906f.jpg,503672,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\79561eb0-b3af-4e69-86d4-e1ab1702a263.jpg,1215732,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\98718995-fcc7-432f-ac09-3924ff7b0b4a.jpg,429409,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\f7b9a2f0-bce7-4249-bdf6-b074ab677e10.jpg,1458680,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\1fa13a8c-160b-49fc-89c7-801b6132cd3d.jpg,2307463,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\b8629ac1-f131-49d3-be6e-385207d90d7c.jpg,2669998,2704,Cancer borealis,123,train
data\raw\train_mini\02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis\e295c98b-8c5e-404c-a0bf-b201b65f4ccb.jpg,1879373,2704,Cancer borealis,123,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\19aa18de-7d8e-4e21-ad8f-67c462486935.jpg,8578,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\27782b7d-d33d-45d2-abc6-0c1664bccd21.jpg,1406893,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\1c6f315c-9dea-4b9e-b813-acb2c3a19562.jpg,2328768,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\bf481a56-928e-4e35-a4a3-e6b1ffab75f3.jpg,289902,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\663d3438-dd1c-442d-b2fe-ef5392fefc62.jpg,218073,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\e544a759-0945-45a1-94e3-4d13d90466c6.jpg,1811803,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\10bd6709-2d42-4e92-90eb-65a416f778ef.jpg,32066,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\10b5d95c-0f34-40f8-b7b4-655224d87c89.jpg,478808,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\029a3b5d-fb2a-42a7-b7db-07a62d0b7449.jpg,1602137,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\7d8f2f1e-4277-4bc2-a1f6-a567ea4a722a.jpg,204865,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\94024580-840f-4446-8625-2878dc881804.jpg,1820332,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\9a0e0806-a429-4b16-a7f8-99f9c72cbae5.jpg,1429423,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\a70b8e9a-702b-44ec-aeaf-3ac741335fde.jpg,1372794,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\e3ae7e3a-bc41-4387-b104-b769d0043bff.jpg,659777,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\838b2314-8058-4c8c-9bb0-578386c03809.jpg,93714,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\3ad886a2-4908-42b2-8dac-5168794ee3aa.jpg,1548520,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\1a1cc639-125a-4303-81b7-773c713a598b.jpg,1037649,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\7cae3d09-3da7-4ede-95fd-20e0e40ef24b.jpg,2151691,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\94c6239a-05ee-4ccf-84ee-a1fbab5793aa.jpg,1937318,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\dd0d09b2-1aa7-487d-8a6c-136de7afb772.jpg,454818,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\6fe191b5-1292-4992-92ca-f57cfa3e1521.jpg,1821518,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\7059d81b-dd34-4aef-9eae-dbca4b5f9de3.jpg,1045359,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\6d11ee3a-5dd4-4498-91bc-49e0c6478488.jpg,1277653,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\f33ae9b1-9846-4095-b7e1-6e0d927fabca.jpg,201746,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\57897b02-f44f-463a-9e7c-bf6dfd99f988.jpg,1003733,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\34e44d43-5e21-42c8-ae87-18e42b8ae747.jpg,8879,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\c9d36275-569c-4cf7-b293-8a398dc3000e.jpg,563972,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\7031c584-2884-4258-a11e-5e1e59de3bb6.jpg,1347782,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\3b7db339-8ef1-41c5-aae7-ccd65e326d6a.jpg,1972242,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\c0e5ff5d-7670-468b-90c7-c9ae94082242.jpg,1155581,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\6aaa14af-1d53-4539-abdc-4f9733eb7f40.jpg,2139157,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\9f1de53a-8fdf-4d23-9c41-680de3d2330e.jpg,1379890,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\9d3a14c9-6810-4b72-8bd8-1a513088d451.jpg,1227754,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\5cd39dc9-88c9-45d7-b5b9-ade1c3111528.jpg,2384144,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\4bcb2bbc-c5ac-4ce7-8244-34b12a25564e.jpg,2018690,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\8c6f48cc-bd2a-4490-96a6-00f3f28c8b7c.jpg,1349861,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\5a4e1a1e-3ea4-4710-b578-f668e67647ea.jpg,1328376,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\612ef36f-61e8-4c10-82f2-c2166235e91f.jpg,1276967,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\85be6ee3-ef48-4826-9969-3615408a753c.jpg,1144669,2712,Pugettia producta,124,train
data\raw\train_mini\02712_Animalia_Arthropoda_Malacostraca_Decapoda_Epialtidae_Pugettia_producta\c1a8a9e8-6972-43f1-ade8-660f5a63df97.jpg,1846385,2712,Pugettia producta,124,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\9c01f311-91ab-428d-aa6c-5a75d47d3725.jpg,1758880,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\30431d95-e17a-4b90-a404-18a6181fcbeb.jpg,2636040,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\ed525765-a3a9-4234-8a17-ec3c19293439.jpg,1876457,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\880458fa-3fca-4c37-aaad-f8ee97b77978.jpg,1848585,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\10aaa065-ed99-46bc-a004-472505a57119.jpg,1817590,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\5b0ef8d2-1c84-4b1e-a853-4281643ceac5.jpg,1491221,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\2522cbbe-5c32-4da7-8a10-f168e2a67e6e.jpg,680437,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\3bf6a4de-f6ad-40f8-8835-e0c0e0b93f0f.jpg,401531,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\ce4ba4ab-2aea-462a-b1d1-389e9f51df91.jpg,1379098,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\4537ae25-0a76-4faa-9a48-977dba651d87.jpg,1104694,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b4a021e8-fc70-4830-8e2d-b5886805d49d.jpg,876098,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\ecc1c1ab-6bfb-45ac-b5e7-9817dcbded55.jpg,2395260,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\64443625-4f84-4776-99cd-41dc13200eac.jpg,1553644,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\1425879d-2702-4df0-b5b1-5309506e52f0.jpg,1495343,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\be704462-bfa6-4f15-a5ce-28fdb0cc4dd3.jpg,947326,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\7e4214b7-907f-4705-86f5-e96d093c12f5.jpg,151686,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\02397cbd-db9b-4f2b-8f34-9b0892f24e14.jpg,1177288,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b9bc7fbf-340a-4af5-b4fe-b24fa17898cf.jpg,707055,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\fee05fcb-3e27-46c8-8ceb-7497285130fb.jpg,1377611,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\06df04c7-1780-4949-bd81-006d66eccbe1.jpg,642947,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b987e339-f215-4cc1-83d1-a01902dfa5fb.jpg,1701632,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b72f6daf-649c-48a8-a240-1ec3dec3ce17.jpg,1868135,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\70a67d73-575b-4350-9edd-11b3492fdb6f.jpg,1942447,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\58e4e68e-bb78-496d-8aa0-704b42dac8ea.jpg,94045,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\431c2bc0-c4ab-41bd-8679-410404b77a6f.jpg,2052534,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\c1f1a8ff-187c-44d6-b7c7-96c0d25cd823.jpg,1793655,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\55f1de10-59f9-434d-9221-9bfdc34140a0.jpg,2480100,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\5aca802a-3707-4cac-b196-edd4d3821450.jpg,472031,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b62d7e67-7b11-436a-a01b-a8c510f8093f.jpg,922550,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\f386e3c4-4037-48ae-8cc6-be5366bc3a81.jpg,143751,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\73934bba-d4e4-4428-b48a-2c9a49068305.jpg,832220,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\e2d332f3-ad7f-4e47-b794-beba3260ee84.jpg,272074,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\2ddd1034-5bc1-407e-84b9-4da01a2362b9.jpg,1835286,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\783742a3-49c8-44fc-acbe-68c37e927602.jpg,1896925,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\d18505ab-7595-4e17-bc59-03d4c351823d.jpg,613307,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\8382df40-64e2-4f09-9549-70dc9375427a.jpg,987009,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b3081336-adaf-4573-b26d-46fae7105082.jpg,2000235,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\b25955f9-756c-4e5c-bc1f-0c7b12f7dfd8.jpg,1299562,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\91acd8c5-97d8-4cb3-8532-431ea4478894.jpg,1554706,2721,Emerita talpoida,125,train
data\raw\train_mini\02721_Animalia_Arthropoda_Malacostraca_Decapoda_Hippidae_Emerita_talpoida\cac2bcbf-084c-4e8e-9337-c6ba717bf054.jpg,2177604,2721,Emerita talpoida,125,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\5e19d1d9-a796-42ef-8275-e1da1fa868d8.jpg,42454,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\2d4b16bf-0a0e-432c-8265-2f1b730e072c.jpg,604574,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\0c43aab5-6a29-488b-9029-828aa751cd88.jpg,2101128,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\f5f3da03-1c4c-4d44-9ca0-792c10418537.jpg,2632982,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\a2cbeef1-1f3a-479f-96c9-3a2a4310fa1c.jpg,851386,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\a1ec0b87-9506-4e33-87d1-299da83b2f4c.jpg,917450,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\5de9c6bd-ce91-4a16-b420-e9c32df49312.jpg,164984,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\160922ae-10da-443e-8568-901b4c605c3f.jpg,2417358,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\f0c7af1e-9444-45fe-9f62-1022f8d1e25a.jpg,1240894,2737,Arenaeus cribrarius,126,train
data\raw\train_mini\02737_Animalia_Arthropoda_Malacostraca_Decapoda_Portunidae_Arenaeus_cribrarius\d41e901a-d1c4-4ebc-acbb-7cd0c1f24750.jpg,1676492,2737,Arenaeus cribrarius,126,train
